aerolinea,origen,destino,distancia_km,retraso,anio,mes,es_fin_semana,bloque_horario
AA,MAD,AEP,1108,0,2028,8,0,mañana
AA,AEP,MAD,2438,0,2028,8,0,mañana
G3,MIA,AEP,11355,0,2028,8,0,mañana
LA,MAD,AEP,6151,1,2028,8,0,mañana
AA,MIA,MAD,680,0,2028,8,0,mañana
LA,EZE,AEP,2771,0,2028,8,0,mañana
AA,GRU,EZE,5912,0,2028,8,0,tarde
AA,AEP,MAD,8726,0,2028,8,0,tarde
AA,MAD,EZE,4469,0,2028,8,0,tarde
IB,MIA,MAD,9990,0,2028,8,0,tarde
LA,AEP,EZE,9748,0,2028,8,0,tarde
IB,MAD,EZE,2576,1,2028,8,0,tarde
LA,MIA,MAD,4571,1,2028,8,0,noche
IB,EZE,GRU,8498,1,2028,8,0,noche
IB,MIA,EZE,4912,1,2028,8,0,noche
IB,EZE,GRU,7028,0,2028,8,0,noche
G3,MIA,AEP,6929,1,2028,8,0,madrugada
IB,MIA,EZE,9582,0,2028,8,0,madrugada
AA,GRU,EZE,7765,0,2028,8,0,madrugada
AR,AEP,MIA,5972,0,2028,8,0,madrugada
IB,EZE,MIA,8925,0,2028,8,0,madrugada
AR,AEP,GRU,7004,0,2028,8,0,madrugada
AR,GRU,AEP,8240,0,2028,8,0,madrugada
AA,MIA,EZE,1890,1,2028,8,0,madrugada
AR,EZE,MIA,10934,0,2028,8,0,mañana
AR,GRU,AEP,2778,0,2028,8,0,mañana
AR,GRU,AEP,7297,0,2028,8,0,mañana
LA,EZE,MAD,5741,0,2028,8,0,mañana
IB,MIA,MAD,6986,0,2028,8,0,mañana
IB,EZE,MIA,9923,0,2028,8,0,mañana
AR,MAD,AEP,2825,0,2028,8,0,tarde
AA,GRU,MIA,9592,0,2028,8,0,tarde
LA,MAD,GRU,10070,1,2028,8,0,tarde
AA,AEP,EZE,5941,0,2028,8,0,tarde
AA,GRU,AEP,7751,0,2028,8,0,tarde
AR,MIA,EZE,9167,1,2028,8,0,tarde
G3,GRU,EZE,3215,1,2028,8,0,noche
AR,MAD,EZE,3501,1,2028,8,0,noche
G3,MIA,GRU,3558,1,2028,8,0,noche
LA,GRU,MAD,9184,1,2028,8,0,noche
G3,EZE,GRU,3558,1,2028,8,0,madrugada
AR,AEP,MAD,7907,0,2028,8,0,madrugada
AR,MAD,MIA,1120,0,2028,8,1,madrugada
AA,GRU,MIA,6406,0,2028,8,1,madrugada
AR,MAD,AEP,8753,0,2028,8,1,madrugada
AR,AEP,MIA,3799,0,2028,8,1,madrugada
IB,MAD,MIA,9304,0,2028,8,1,madrugada
IB,EZE,MAD,1617,1,2028,8,1,madrugada
AA,AEP,EZE,1377,1,2028,8,1,mañana
G3,EZE,GRU,9388,1,2028,8,1,mañana
G3,MIA,MAD,2103,1,2028,8,1,mañana
IB,EZE,MAD,6401,0,2028,8,1,mañana
LA,MAD,MIA,893,0,2028,8,1,mañana
IB,MAD,MIA,8187,1,2028,8,1,mañana
LA,AEP,MAD,10013,0,2028,8,1,tarde
G3,MIA,GRU,9712,1,2028,8,1,tarde
IB,EZE,MAD,9663,0,2028,8,1,tarde
AR,MAD,EZE,4286,0,2028,8,1,tarde
LA,MAD,EZE,1314,0,2028,8,1,tarde
LA,GRU,AEP,5996,1,2028,8,1,tarde
LA,GRU,MAD,4475,1,2028,8,1,noche
G3,AEP,EZE,9448,1,2028,8,1,noche
AA,AEP,EZE,7810,1,2028,8,1,noche
AR,GRU,AEP,2040,0,2028,8,1,noche
IB,MAD,EZE,10680,0,2028,8,1,madrugada
LA,MIA,MAD,2504,0,2028,8,1,madrugada
G3,MIA,GRU,10121,1,2028,8,1,madrugada
LA,AEP,MAD,6034,0,2028,8,1,madrugada
IB,AEP,MIA,11930,0,2028,8,1,madrugada
AR,GRU,MAD,2184,0,2028,8,1,madrugada
LA,GRU,MAD,7103,0,2028,8,1,madrugada
G3,MIA,EZE,4649,1,2028,8,1,madrugada
G3,EZE,MIA,9131,1,2028,8,1,mañana
AA,MAD,GRU,9097,1,2028,8,1,mañana
G3,EZE,GRU,7580,1,2028,8,1,mañana
AA,MAD,MIA,533,1,2028,8,1,mañana
AR,MIA,EZE,884,0,2028,8,1,mañana
IB,EZE,AEP,6163,0,2028,8,1,mañana
AA,AEP,GRU,10808,0,2028,8,1,tarde
LA,AEP,EZE,6995,0,2028,8,1,tarde
LA,MIA,MAD,9999,0,2028,8,1,tarde
IB,MIA,MAD,7905,0,2028,8,1,tarde
G3,EZE,MAD,4586,1,2028,8,1,tarde
LA,AEP,EZE,3976,1,2028,8,1,tarde
AA,AEP,GRU,11604,1,2028,8,1,noche
IB,EZE,GRU,2196,1,2028,8,1,noche
LA,AEP,MAD,1637,1,2028,8,1,noche
G3,EZE,GRU,10549,1,2028,8,1,noche
G3,EZE,GRU,7611,1,2028,8,1,madrugada
LA,MIA,AEP,2551,1,2028,8,1,madrugada
IB,GRU,MIA,8150,0,2028,8,0,madrugada
AR,MIA,AEP,3695,0,2028,8,0,madrugada
LA,EZE,MIA,1549,0,2028,8,0,madrugada
G3,EZE,MAD,4746,1,2028,8,0,madrugada
AR,AEP,MIA,2624,0,2028,8,0,madrugada
IB,AEP,GRU,1245,0,2028,8,0,madrugada
G3,MIA,GRU,10999,1,2028,8,0,mañana
IB,MIA,MAD,7412,0,2028,8,0,mañana
LA,GRU,AEP,3141,0,2028,8,0,mañana
IB,MAD,EZE,3085,0,2028,8,0,mañana
G3,GRU,AEP,7633,1,2028,8,0,mañana
LA,EZE,GRU,8113,0,2028,8,0,mañana
G3,MIA,EZE,2722,1,2028,8,0,tarde
G3,MIA,AEP,11402,1,2028,8,0,tarde
AR,GRU,MAD,5421,0,2028,8,0,tarde
AA,GRU,EZE,8288,0,2028,8,0,tarde
IB,AEP,MIA,8160,0,2028,8,0,tarde
IB,GRU,MIA,5530,1,2028,8,0,tarde
AR,EZE,MAD,4008,1,2028,8,0,noche
IB,AEP,EZE,5339,1,2028,8,0,noche
AR,AEP,GRU,8552,1,2028,8,0,noche
IB,AEP,MAD,5743,0,2028,8,0,noche
IB,GRU,AEP,10812,0,2028,8,0,madrugada
G3,MAD,AEP,679,1,2028,8,0,madrugada
AR,MAD,EZE,4101,0,2028,8,0,madrugada
IB,MIA,EZE,11372,0,2028,8,0,madrugada
AA,MIA,EZE,5377,0,2028,8,0,madrugada
AR,MIA,EZE,7573,0,2028,8,0,madrugada
AR,EZE,AEP,2740,0,2028,8,0,madrugada
AR,MAD,MIA,843,0,2028,8,0,madrugada
G3,MIA,MAD,11335,1,2028,8,0,mañana
AR,GRU,MAD,5059,0,2028,8,0,mañana
G3,GRU,MIA,6193,1,2028,8,0,mañana
AA,EZE,AEP,8809,0,2028,8,0,mañana
LA,MAD,GRU,7155,0,2028,8,0,mañana
G3,AEP,MAD,7830,1,2028,8,0,mañana
IB,AEP,MIA,5738,0,2028,8,0,tarde
AR,MAD,GRU,4364,0,2028,8,0,tarde
LA,AEP,MIA,4817,0,2028,8,0,tarde
G3,MAD,EZE,2242,1,2028,8,0,tarde
IB,GRU,MIA,10838,1,2028,8,0,tarde
LA,EZE,MAD,5936,1,2028,8,0,tarde
AA,GRU,MIA,8732,1,2028,8,0,noche
G3,MIA,MAD,10347,1,2028,8,0,noche
G3,MIA,GRU,7055,1,2028,8,0,noche
AA,EZE,AEP,6593,0,2028,8,0,noche
G3,EZE,GRU,6174,0,2028,8,0,madrugada
AR,EZE,GRU,8115,0,2028,8,0,madrugada
G3,GRU,MIA,5218,1,2028,8,0,madrugada
AR,EZE,GRU,4270,0,2028,8,0,madrugada
G3,GRU,MIA,7896,1,2028,8,0,madrugada
IB,MIA,GRU,5455,0,2028,8,0,madrugada
IB,AEP,EZE,11192,0,2028,8,0,madrugada
LA,AEP,GRU,7640,0,2028,8,0,madrugada
IB,GRU,AEP,618,0,2028,8,0,mañana
AA,MIA,MAD,11671,0,2028,8,0,mañana
LA,MAD,MIA,8579,0,2028,8,0,mañana
IB,MAD,GRU,1662,0,2028,8,0,mañana
AR,MAD,MIA,7298,0,2028,8,0,mañana
G3,MIA,MAD,4166,1,2028,8,0,mañana
IB,MIA,MAD,10025,0,2028,8,0,tarde
AR,EZE,GRU,2258,0,2028,8,0,tarde
LA,MAD,EZE,10900,0,2028,8,0,tarde
G3,AEP,EZE,9147,1,2028,8,0,tarde
IB,AEP,MAD,11244,0,2028,8,0,tarde
LA,MAD,MIA,3431,1,2028,8,0,tarde
IB,GRU,MAD,8438,1,2028,8,0,noche
LA,AEP,GRU,1243,1,2028,8,0,noche
IB,MIA,EZE,7572,1,2028,8,0,noche
AR,MAD,AEP,11515,0,2028,8,0,noche
AA,AEP,MIA,2398,0,2028,8,0,madrugada
AR,EZE,GRU,6584,0,2028,8,0,madrugada
G3,EZE,AEP,7174,1,2028,8,0,madrugada
IB,MIA,AEP,5827,0,2028,8,0,madrugada
AA,GRU,EZE,913,0,2028,8,0,madrugada
AA,EZE,MIA,2400,0,2028,8,0,madrugada
G3,GRU,AEP,6967,1,2028,8,0,madrugada
G3,GRU,MAD,5645,1,2028,8,0,madrugada
AA,EZE,MAD,2256,0,2028,8,0,mañana
G3,AEP,MAD,11856,1,2028,8,0,mañana
G3,GRU,MIA,5663,1,2028,8,0,mañana
IB,AEP,MIA,5506,0,2028,8,0,mañana
AR,MAD,AEP,1299,1,2028,8,0,mañana
LA,MAD,MIA,5260,0,2028,8,0,mañana
AA,GRU,AEP,9375,0,2028,8,0,tarde
LA,EZE,GRU,5684,0,2028,8,0,tarde
AA,MIA,MAD,6724,0,2028,8,0,tarde
AA,EZE,MIA,4696,0,2028,8,0,tarde
AR,AEP,EZE,2820,0,2028,8,0,tarde
AA,AEP,GRU,2815,1,2028,8,0,tarde
AA,MIA,MAD,6913,1,2028,8,0,noche
AR,GRU,MIA,9595,1,2028,8,0,noche
G3,MAD,MIA,7502,1,2028,8,0,noche
LA,GRU,AEP,5784,0,2028,8,0,noche
AA,MIA,GRU,8962,0,2028,8,0,madrugada
AR,GRU,EZE,4773,0,2028,8,0,madrugada
AA,EZE,MIA,4442,0,2028,8,0,madrugada
AR,EZE,MAD,1246,0,2028,8,0,madrugada
LA,MIA,AEP,7773,0,2028,8,0,madrugada
IB,EZE,AEP,3314,0,2028,8,0,madrugada
G3,EZE,GRU,3550,1,2028,8,0,madrugada
IB,MAD,MIA,3576,0,2028,8,0,madrugada
AR,MIA,AEP,8603,0,2028,8,0,mañana
AA,AEP,EZE,2374,0,2028,8,0,mañana
G3,GRU,AEP,698,1,2028,8,0,mañana
LA,AEP,MAD,2514,0,2028,8,0,mañana
G3,AEP,EZE,11112,1,2028,8,0,mañana
AA,MAD,EZE,4915,0,2028,8,0,mañana
IB,MAD,GRU,11464,0,2028,8,0,tarde
AR,EZE,AEP,4741,0,2028,8,0,tarde
IB,AEP,GRU,1899,0,2028,8,0,tarde
G3,MIA,GRU,11447,1,2028,8,0,tarde
AA,GRU,MIA,1449,0,2028,8,0,tarde
AR,EZE,GRU,3658,1,2028,8,0,tarde
AA,MIA,EZE,9462,0,2028,8,0,noche
AA,EZE,MIA,1181,1,2028,8,0,noche
G3,MIA,EZE,8575,1,2028,8,0,noche
IB,EZE,GRU,1268,0,2028,8,0,noche
AA,GRU,AEP,3360,0,2028,8,0,madrugada
AA,MIA,EZE,839,0,2028,8,0,madrugada
AA,EZE,AEP,1859,0,2028,8,1,madrugada
AR,GRU,MIA,8163,0,2028,8,1,madrugada
AA,GRU,MAD,9588,0,2028,8,1,madrugada
AA,GRU,EZE,10921,0,2028,8,1,madrugada
G3,EZE,MIA,3205,1,2028,8,1,madrugada
AA,MIA,MAD,1985,0,2028,8,1,madrugada
AA,MAD,AEP,2853,0,2028,8,1,mañana
G3,MAD,EZE,7959,1,2028,8,1,mañana
AR,MIA,EZE,1005,0,2028,8,1,mañana
IB,GRU,AEP,4011,0,2028,8,1,mañana
G3,EZE,AEP,10672,1,2028,8,1,mañana
AR,AEP,MAD,11474,0,2028,8,1,mañana
IB,AEP,MAD,4038,0,2028,8,1,tarde
AA,GRU,MAD,5397,0,2028,8,1,tarde
G3,MIA,MAD,9495,1,2028,8,1,tarde
AA,EZE,MAD,11978,0,2028,8,1,tarde
G3,MIA,GRU,10249,1,2028,8,1,tarde
IB,GRU,MIA,951,0,2028,8,1,tarde
AR,EZE,MAD,11589,1,2028,8,1,noche
G3,MAD,EZE,4296,1,2028,8,1,noche
AR,MIA,AEP,10027,0,2028,8,1,noche
AA,MIA,MAD,10558,0,2028,8,1,noche
AA,GRU,MAD,10175,0,2028,8,1,madrugada
IB,MIA,AEP,4886,1,2028,8,1,madrugada
IB,GRU,MAD,5434,0,2028,8,1,madrugada
LA,MAD,MIA,3786,0,2028,8,1,madrugada
LA,GRU,AEP,5634,0,2028,8,1,madrugada
IB,GRU,EZE,4822,0,2028,8,1,madrugada
AA,EZE,MAD,9935,0,2028,8,1,madrugada
AR,MIA,AEP,9519,0,2028,8,1,madrugada
IB,GRU,MIA,8963,0,2028,8,1,mañana
AR,GRU,MAD,3494,0,2028,8,1,mañana
LA,EZE,AEP,10354,0,2028,8,1,mañana
AR,EZE,AEP,11670,0,2028,8,1,mañana
IB,MIA,AEP,8714,0,2028,8,1,mañana
AA,EZE,MIA,4049,0,2028,8,1,mañana
IB,MIA,GRU,9137,0,2028,8,1,tarde
G3,MIA,MAD,8330,1,2028,8,1,tarde
G3,AEP,EZE,5134,1,2028,8,1,tarde
G3,AEP,GRU,6883,1,2028,8,1,tarde
AA,GRU,AEP,7070,0,2028,8,1,tarde
IB,MIA,EZE,2612,1,2028,8,1,tarde
G3,MIA,EZE,7907,1,2028,8,1,noche
IB,AEP,MIA,1590,1,2028,8,1,noche
LA,EZE,GRU,11124,1,2028,8,1,noche
G3,EZE,GRU,5747,1,2028,8,1,noche
G3,EZE,MAD,2442,1,2028,8,1,madrugada
AA,MIA,AEP,1318,0,2028,8,1,madrugada
IB,AEP,EZE,2897,0,2028,8,0,madrugada
AA,MAD,MIA,8436,0,2028,8,0,madrugada
AA,AEP,MAD,11508,0,2028,8,0,madrugada
IB,GRU,EZE,8899,1,2028,8,0,madrugada
LA,EZE,MIA,10023,0,2028,8,0,madrugada
IB,EZE,AEP,3943,0,2028,8,0,madrugada
LA,MIA,AEP,5694,0,2028,8,0,mañana
AA,GRU,MIA,4205,0,2028,8,0,mañana
LA,AEP,EZE,7635,0,2028,8,0,mañana
LA,MIA,MAD,2651,0,2028,8,0,mañana
LA,MAD,AEP,7509,0,2028,8,0,mañana
G3,EZE,GRU,4832,1,2028,8,0,mañana
G3,MAD,GRU,664,1,2028,8,0,tarde
AA,EZE,MIA,9584,0,2028,8,0,tarde
IB,EZE,AEP,3763,0,2028,8,0,tarde
LA,GRU,MIA,9754,0,2028,8,0,tarde
G3,GRU,EZE,9417,1,2028,8,0,tarde
IB,MIA,GRU,7140,1,2028,8,0,tarde
LA,GRU,AEP,8792,1,2028,8,0,noche
IB,EZE,AEP,6203,1,2028,8,0,noche
AR,AEP,EZE,2274,1,2028,8,0,noche
LA,EZE,GRU,9013,0,2028,8,0,noche
IB,AEP,MAD,1588,0,2028,8,0,madrugada
LA,GRU,MAD,4114,1,2028,8,0,madrugada
LA,MAD,AEP,4375,0,2028,8,0,madrugada
AR,MAD,AEP,9278,0,2028,8,0,madrugada
IB,GRU,EZE,8303,0,2028,8,0,madrugada
AA,MAD,AEP,9772,0,2028,8,0,madrugada
G3,AEP,GRU,7789,0,2028,8,0,madrugada
LA,MAD,MIA,1494,0,2028,8,0,madrugada
LA,AEP,MIA,7691,0,2028,8,0,mañana
LA,GRU,AEP,5167,0,2028,8,0,mañana
LA,GRU,EZE,5520,0,2028,8,0,mañana
G3,MAD,EZE,4118,1,2028,8,0,mañana
AA,EZE,MAD,3628,0,2028,8,0,mañana
AR,MIA,EZE,11469,0,2028,8,0,mañana
AA,MAD,EZE,8402,0,2028,8,0,tarde
G3,GRU,MAD,1009,1,2028,8,0,tarde
IB,GRU,MAD,10659,0,2028,8,0,tarde
AR,GRU,MIA,9542,0,2028,8,0,tarde
AR,MIA,MAD,4912,0,2028,8,0,tarde
IB,MIA,MAD,8401,1,2028,8,0,tarde
LA,EZE,GRU,3504,1,2028,8,0,noche
G3,MIA,EZE,4090,1,2028,8,0,noche
IB,GRU,MIA,8397,1,2028,8,0,noche
AA,MAD,EZE,2362,0,2028,8,0,noche
AA,MIA,GRU,5232,0,2028,8,0,madrugada
IB,GRU,AEP,8459,0,2028,8,0,madrugada
G3,MAD,MIA,9924,1,2028,8,0,madrugada
AR,MIA,GRU,9168,0,2028,8,0,madrugada
AR,MIA,AEP,4284,0,2028,8,0,madrugada
LA,AEP,MIA,1030,0,2028,8,0,madrugada
G3,MIA,GRU,11122,1,2028,8,0,madrugada
AA,MIA,GRU,10487,0,2028,8,0,madrugada
AA,EZE,GRU,569,1,2028,8,0,mañana
LA,GRU,MIA,6023,1,2028,8,0,mañana
AA,AEP,MAD,1514,0,2028,8,0,mañana
LA,MIA,AEP,4702,0,2028,8,0,mañana
LA,GRU,MAD,1964,1,2028,8,0,mañana
IB,MIA,EZE,10985,0,2028,8,0,mañana
AR,EZE,MIA,1199,0,2028,8,0,tarde
G3,EZE,GRU,1429,1,2028,8,0,tarde
G3,GRU,MAD,4914,0,2028,8,0,tarde
AR,MAD,MIA,8639,1,2028,8,0,tarde
G3,MIA,MAD,8652,1,2028,8,0,tarde
AA,MAD,MIA,4108,1,2028,8,0,tarde
AA,GRU,MIA,9893,1,2028,8,0,noche
G3,AEP,GRU,4166,1,2028,8,0,noche
IB,AEP,MAD,6713,1,2028,8,0,noche
G3,MIA,EZE,1587,1,2028,8,0,noche
LA,MIA,MAD,11993,0,2028,8,0,madrugada
LA,AEP,EZE,6260,0,2028,8,0,madrugada
AR,EZE,MAD,1282,0,2028,8,0,madrugada
AA,MIA,AEP,936,0,2028,8,0,madrugada
IB,GRU,MAD,746,0,2028,8,0,madrugada
G3,MIA,AEP,2995,1,2028,8,0,madrugada
LA,GRU,AEP,3595,0,2028,8,0,madrugada
AA,AEP,MIA,2312,0,2028,8,0,madrugada
AA,MIA,MAD,5613,1,2028,8,0,mañana
IB,EZE,AEP,3967,0,2028,8,0,mañana
IB,GRU,AEP,7858,0,2028,8,0,mañana
IB,EZE,AEP,1719,0,2028,8,0,mañana
IB,GRU,MAD,10444,0,2028,8,0,mañana
LA,MAD,EZE,10418,0,2028,8,0,mañana
IB,EZE,MIA,7025,0,2028,8,0,tarde
AA,EZE,MIA,2979,0,2028,8,0,tarde
AA,EZE,GRU,8622,0,2028,8,0,tarde
G3,EZE,AEP,5742,1,2028,8,0,tarde
AA,EZE,GRU,10185,0,2028,8,0,tarde
AA,AEP,MAD,4793,1,2028,8,0,tarde
LA,MIA,MAD,1413,1,2028,8,0,noche
AA,EZE,AEP,11569,1,2028,8,0,noche
AR,MAD,EZE,1258,1,2028,8,0,noche
AA,GRU,MAD,4781,0,2028,8,0,noche
G3,AEP,EZE,11514,1,2028,8,0,madrugada
G3,MIA,AEP,11471,1,2028,8,0,madrugada
IB,AEP,MIA,2941,0,2028,8,0,madrugada
LA,AEP,MIA,4062,1,2028,8,0,madrugada
G3,MAD,EZE,4008,1,2028,8,0,madrugada
AR,MIA,MAD,7309,0,2028,8,0,madrugada
AR,MAD,MIA,11163,0,2028,8,0,madrugada
IB,MAD,AEP,9784,0,2028,8,0,madrugada
LA,MIA,AEP,741,0,2028,8,0,mañana
LA,AEP,MIA,9787,0,2028,8,0,mañana
AA,AEP,MAD,10738,0,2028,8,0,mañana
AR,AEP,EZE,3585,0,2028,8,0,mañana
AR,MAD,EZE,3693,0,2028,8,0,mañana
AR,MIA,AEP,10163,0,2028,8,0,mañana
AR,AEP,MIA,1497,0,2028,8,0,tarde
G3,GRU,AEP,4792,1,2028,8,0,tarde
LA,MAD,EZE,10603,0,2028,8,0,tarde
AA,EZE,MAD,2647,0,2028,8,0,tarde
G3,AEP,EZE,6384,1,2028,8,0,tarde
LA,MAD,GRU,7310,1,2028,8,0,tarde
IB,MIA,EZE,3928,1,2028,8,0,noche
AR,MIA,EZE,11650,1,2028,8,0,noche
AA,EZE,AEP,762,1,2028,8,0,noche
LA,AEP,MAD,4163,0,2028,8,0,noche
IB,EZE,GRU,9071,0,2028,8,0,madrugada
AR,MIA,AEP,5537,0,2028,8,0,madrugada
IB,AEP,MIA,6840,0,2028,8,1,madrugada
IB,GRU,EZE,9641,0,2028,8,1,madrugada
G3,GRU,AEP,7279,1,2028,8,1,madrugada
IB,GRU,MAD,3063,0,2028,8,1,madrugada
G3,EZE,MIA,5057,1,2028,8,1,madrugada
G3,AEP,MIA,4696,1,2028,8,1,madrugada
IB,GRU,AEP,10280,0,2028,8,1,mañana
LA,EZE,MAD,11721,0,2028,8,1,mañana
IB,AEP,MAD,10775,0,2028,8,1,mañana
IB,MIA,EZE,11373,0,2028,8,1,mañana
LA,GRU,EZE,10371,1,2028,8,1,mañana
AR,GRU,MAD,7165,0,2028,8,1,mañana
AA,EZE,GRU,2565,0,2028,8,1,tarde
AR,EZE,GRU,5646,0,2028,8,1,tarde
IB,GRU,AEP,9233,0,2028,8,1,tarde
AR,MIA,MAD,1800,0,2028,8,1,tarde
AA,EZE,MAD,11135,0,2028,8,1,tarde
AR,EZE,AEP,4024,1,2028,8,1,tarde
AA,GRU,EZE,9923,1,2028,8,1,noche
AR,EZE,MAD,644,1,2028,8,1,noche
G3,GRU,EZE,775,1,2028,8,1,noche
IB,GRU,MIA,7254,0,2028,8,1,noche
AA,AEP,GRU,9702,0,2028,8,1,madrugada
IB,EZE,GRU,10226,0,2028,8,1,madrugada
G3,GRU,MAD,6829,1,2028,8,1,madrugada
AR,EZE,GRU,2830,0,2028,8,1,madrugada
IB,MAD,AEP,9216,0,2028,8,1,madrugada
AR,MAD,EZE,3947,0,2028,8,1,madrugada
AR,MAD,MIA,4474,0,2028,8,1,madrugada
IB,AEP,GRU,1042,0,2028,8,1,madrugada
AA,AEP,GRU,2847,0,2028,8,1,mañana
AA,MAD,EZE,4940,0,2028,8,1,mañana
IB,MIA,EZE,2696,0,2028,8,1,mañana
AA,EZE,MIA,9159,0,2028,8,1,mañana
LA,AEP,EZE,8341,0,2028,8,1,mañana
AR,GRU,MAD,2519,0,2028,8,1,mañana
IB,EZE,GRU,4793,0,2028,8,1,tarde
G3,GRU,MIA,5758,1,2028,8,1,tarde
IB,MIA,MAD,10837,0,2028,8,1,tarde
IB,AEP,MIA,10412,0,2028,8,1,tarde
AR,GRU,EZE,3614,0,2028,8,1,tarde
G3,MAD,MIA,3033,0,2028,8,1,tarde
AR,AEP,EZE,2587,1,2028,8,1,noche
AA,GRU,AEP,9451,1,2028,8,1,noche
IB,AEP,MAD,11992,1,2028,8,1,noche
AR,GRU,EZE,5570,0,2028,8,1,noche
LA,MAD,MIA,4115,0,2028,8,1,madrugada
IB,MAD,EZE,5759,0,2028,8,1,madrugada
AA,GRU,AEP,1481,0,2028,8,0,madrugada
AR,GRU,MAD,829,0,2028,8,0,madrugada
AR,AEP,EZE,9285,0,2028,8,0,madrugada
LA,GRU,AEP,2121,0,2028,8,0,madrugada
AA,MAD,AEP,11153,0,2028,8,0,madrugada
LA,GRU,MAD,9164,0,2028,8,0,madrugada
IB,AEP,MAD,11823,0,2028,8,0,mañana
G3,AEP,EZE,11771,1,2028,8,0,mañana
AR,GRU,AEP,7694,0,2028,8,0,mañana
LA,MIA,MAD,11837,0,2028,8,0,mañana
AR,EZE,MIA,9808,1,2028,8,0,mañana
AR,MAD,AEP,7976,0,2028,8,0,mañana
LA,AEP,MAD,9050,1,2028,8,0,tarde
AR,AEP,MAD,10724,0,2028,8,0,tarde
AA,MIA,EZE,10694,0,2028,8,0,tarde
AA,MIA,AEP,4937,0,2028,8,0,tarde
G3,AEP,MIA,1865,1,2028,8,0,tarde
AA,GRU,AEP,11556,1,2028,8,0,tarde
LA,GRU,MIA,11523,0,2028,8,0,noche
AA,MAD,GRU,8366,1,2028,8,0,noche
G3,EZE,GRU,6036,1,2028,8,0,noche
IB,MIA,EZE,4100,0,2028,8,0,noche
IB,AEP,EZE,10512,0,2028,8,0,madrugada
LA,MAD,GRU,711,0,2028,8,0,madrugada
G3,MAD,AEP,2676,1,2028,8,0,madrugada
AA,EZE,AEP,9586,0,2028,8,0,madrugada
G3,MIA,MAD,3261,1,2028,8,0,madrugada
AR,GRU,MAD,10224,0,2028,8,0,madrugada
G3,GRU,AEP,4811,1,2028,8,0,madrugada
AA,MIA,MAD,5631,0,2028,8,0,madrugada
LA,MAD,MIA,11099,0,2028,8,0,mañana
AR,MAD,MIA,4465,0,2028,8,0,mañana
G3,MAD,MIA,5264,1,2028,8,0,mañana
IB,AEP,GRU,11313,1,2028,8,0,mañana
AA,GRU,MAD,9430,0,2028,8,0,mañana
LA,AEP,MAD,5268,0,2028,8,0,mañana
AA,EZE,AEP,10876,0,2028,8,0,tarde
G3,GRU,AEP,4620,1,2028,8,0,tarde
LA,MIA,AEP,10807,0,2028,8,0,tarde
IB,MAD,GRU,4919,0,2028,8,0,tarde
AR,EZE,MIA,10238,0,2028,8,0,tarde
G3,MIA,EZE,3199,1,2028,8,0,tarde
LA,AEP,MIA,8023,1,2028,8,0,noche
AR,AEP,MIA,9302,1,2028,8,0,noche
LA,MAD,GRU,908,1,2028,8,0,noche
G3,MIA,AEP,897,1,2028,8,0,noche
LA,GRU,MAD,10474,0,2028,8,0,madrugada
IB,MAD,GRU,4902,0,2028,8,0,madrugada
LA,GRU,AEP,8002,0,2028,8,0,madrugada
G3,EZE,GRU,7590,1,2028,8,0,madrugada
LA,MAD,EZE,8903,0,2028,8,0,madrugada
AR,MIA,MAD,2383,0,2028,8,0,madrugada
AR,GRU,EZE,5007,0,2028,8,0,madrugada
AA,MAD,GRU,831,0,2028,8,0,madrugada
AA,GRU,MAD,8367,0,2028,8,0,mañana
IB,EZE,MAD,8536,0,2028,8,0,mañana
AR,EZE,GRU,1848,1,2028,8,0,mañana
AA,EZE,MIA,10117,1,2028,8,0,mañana
LA,MIA,MAD,1241,0,2028,8,0,mañana
IB,EZE,MIA,4901,0,2028,8,0,mañana
G3,EZE,GRU,2522,1,2028,8,0,tarde
AA,MAD,MIA,8955,0,2028,8,0,tarde
AA,AEP,MIA,11972,0,2028,8,0,tarde
AR,MAD,AEP,10428,0,2028,8,0,tarde
IB,MIA,AEP,614,1,2028,8,0,tarde
AR,MIA,EZE,958,1,2028,8,0,tarde
AR,EZE,MIA,3737,1,2028,8,0,noche
IB,MIA,AEP,5141,1,2028,8,0,noche
LA,GRU,MAD,7366,1,2028,8,0,noche
AA,GRU,MIA,2700,0,2028,8,0,noche
AR,GRU,MAD,4905,0,2028,8,0,madrugada
AA,MAD,EZE,7193,1,2028,8,0,madrugada
IB,AEP,EZE,2109,0,2028,8,0,madrugada
LA,AEP,GRU,4561,0,2028,8,0,madrugada
G3,AEP,MAD,4603,0,2028,8,0,madrugada
LA,MAD,AEP,11230,0,2028,8,0,madrugada
IB,MAD,MIA,9367,0,2028,8,0,madrugada
LA,GRU,EZE,6872,0,2028,8,0,madrugada
G3,EZE,MAD,5261,1,2028,8,0,mañana
AR,MAD,GRU,2976,0,2028,8,0,mañana
LA,MIA,MAD,4015,0,2028,8,0,mañana
IB,EZE,MIA,9239,0,2028,8,0,mañana
LA,MIA,AEP,4253,0,2028,8,0,mañana
G3,MIA,EZE,1170,1,2028,8,0,mañana
IB,MIA,AEP,2043,0,2028,8,0,tarde
LA,AEP,GRU,2797,0,2028,8,0,tarde
IB,EZE,AEP,4271,0,2028,8,0,tarde
G3,MAD,EZE,1932,1,2028,8,0,tarde
